title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross,year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Tees Maar Khan,Tees Maar Khan,2010-01-01,135.0,"Comedy,Crime",2.6,10122,UTV,1100000.0,2010-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawn Sacrifice,Pawn Sacrifice,2014-01-01,115.0,"Biography,Drama,Sport",7.0,34942,BST,2400000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Names of Love,Le nom des gens,2010-01-01,100.0,"Comedy,Drama,Romance",7.2,7127,MBox,514000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Le Quattro Volte,Le quattro volte,2010-01-01,88.0,Drama,7.2,3354,Lorb.,153000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011-01-01,99.0,"Comedy,Family",6.6,23135,Fox,52700000.0,2011-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozart's Sister,"Nannerl, la soeur de Mozart",2010-01-01,120.0,"Biography,Drama,Music",6.4,1392,MBox,708000.0,2011-01-01,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mirror Mirror,Mirror Mirror,2012-01-01,106.0,"Adventure,Comedy,Drama",5.6,79510,Rela.,64900000.0,2012-01-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonrise Kingdom,Moonrise Kingdom,2012-01-01,94.0,"Adventure,Comedy,Drama",7.8,291750,Focus,45500000.0,2012-01-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017-01-01,129.0,"Action,Adventure,Fantasy",6.6,228592,BV,172600000.0,2017-01-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
That Awkward Moment,That Awkward Moment,2014-01-01,94.0,"Comedy,Romance",6.2,92148,Focus,26100000.0,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rascals,Rascals,2011-01-01,128.0,"Action,Comedy,Crime",2.9,2325,Eros,274000.0,2011-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ai Weiwei: Never Sorry,Ai Weiwei: Never Sorry,2012-01-01,91.0,Documentary,7.6,3974,IFC,534000.0,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Mother,Que Horas Ela Volta?,2015-01-01,112.0,"Comedy,Drama",7.8,10833,Osci.,377000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nice Guys,The Nice Guys,2016-01-01,116.0,"Action,Comedy,Crime",7.4,240337,WB,36300000.0,2016-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild City,Mi cheng,2015-01-01,120.0,"Action,Crime,Thriller",5.8,729,WGUSA,34900.0,2015-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Labyrinth of Lies,Im Labyrinth des Schweigens,2014-01-01,124.0,"Drama,History",7.3,10435,SPC,794000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mr. X,Mr. X,2015-01-01,133.0,"Action,Crime,Sci-Fi",3.8,1515,FIP,45000.0,2015-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Bye Bye Man,The Bye Bye Man,2017-01-01,96.0,"Drama,Fantasy,Horror",4.3,17743,STX,22400000.0,2017-01-01,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Florence Foster Jenkins,Florence Foster Jenkins,2016-01-01,111.0,"Biography,Comedy,Drama",6.8,44970,Par.,27400000.0,2016-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strange Magic,Strange Magic,2015-01-01,99.0,"Adventure,Animation,Comedy",5.8,9292,BV,12400000.0,2015-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boy and the Beast,Bakemono no ko,2015-01-01,119.0,"Action,Adventure,Animation",7.7,16503,FUN,491000.0,2016-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Joneses,The Joneses,2016-01-01,80.0,"Biography,Documentary",5.9,15,RAtt.,1500000.0,2010-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Joneses,The Joneses,2011-01-01,117.0,"Comedy,Drama",6.9,87,RAtt.,1500000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatima,Fatima,2015-01-01,79.0,"Drama,Family",6.4,1234,KL,50100.0,2016-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Catcher Was a Spy,The Catcher Was a Spy,2018-01-01,98.0,"Biography,Drama,War",6.2,4653,IFC,725000.0,2018-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Almost Christmas,Almost Christmas,2016-01-01,111.0,"Comedy,Drama",6.1,5212,Uni.,42200000.0,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,Hidden Figures,2016-01-01,127.0,"Biography,Drama,History",7.8,171131,Fox,169600000.0,2016-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Un Padre No Tan Padre,Un Padre No Tan Padre,2016-01-01,94.0,Comedy,6.9,976,PNT,2200000.0,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sisters Brothers,Les frères Sisters,2018-01-01,122.0,"Adventure,Comedy,Crime",7.0,32135,Annapurna,3100000.0,2018-01-01,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chappaquiddick,Chappaquiddick,2017-01-01,106.0,"Drama,History,Thriller",6.5,9560,ENTMP,17400000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Magnus,Magnus,2016-01-01,78.0,Documentary,7.1,1533,FR,8900.0,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The First Monday in May,The First Monday in May,2016-01-01,90.0,Documentary,7.2,1254,Magn.,527000.0,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charmer,Charmøren,2017-01-01,100.0,"Drama,Romance,Thriller",6.7,554,FM,26200.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Antonio Lopez 1970: Sex Fashion & Disco,Antonio Lopez 1970: Sex Fashion & Disco,2017-01-01,95.0,"Biography,Documentary",6.5,102,FM,43200.0,2018-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,2017-01-01,98.0,Documentary,6.3,6752,Par.,3500000.0,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Giver,The Giver,2014-01-01,97.0,"Drama,Romance,Sci-Fi",6.5,104999,Wein.,45100000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Crazies,The Crazies,2010-01-01,101.0,"Horror,Thriller",6.5,104465,Over.,39100000.0,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,2010-01-01,107.0,"Action,Comedy,Crime",5.1,14120,OMNI/FSR,1200000.0,2011-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blended,Blended,2014-01-01,117.0,"Comedy,Romance",6.5,106491,WB,46300000.0,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dirty Girl,Dirty Girl,2010-01-01,90.0,"Comedy,Drama",6.5,10038,Wein.,55100.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When in Rome,When in Rome,2010-01-01,91.0,"Comedy,Romance",5.6,57396,BV,32700000.0,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Social Network,The Social Network,2010-01-01,120.0,"Biography,Drama",7.7,568578,Sony,97000000.0,2010-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beaver,The Beaver,2011-01-01,91.0,Drama,6.7,45173,Sum.,971000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mill and the Cross,Mlyn i krzyz,2011-01-01,92.0,"Drama,History",7.0,3519,KC,312000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lee Daniels' The Butler,The Butler,2013-01-01,132.0,"Biography,Drama",7.2,102468,Wein.,116600000.0,2013-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adjustment Bureau,The Adjustment Bureau,2011-01-01,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,Uni.,62500000.0,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Star Trek Into Darkness,Star Trek Into Darkness,2013-01-01,132.0,"Action,Adventure,Sci-Fi",7.7,445535,Par.,228800000.0,2013-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lovelace,Lovelace,2013-01-01,93.0,"Biography,Drama",6.2,35957,RTWC,357000.0,2013-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rio, I Love You","Rio, Eu Te Amo",2014-01-01,110.0,"Comedy,Drama,Fantasy",5.2,1634,Scre.,32000.0,2016-01-01,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Love Crime,Crime d'amour,2010-01-01,106.0,"Crime,Drama,Mystery",6.5,4838,IFC,540000.0,2011-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
What to Expect When You're Expecting,What to Expect When You're Expecting,2012-01-01,110.0,"Comedy,Drama,Romance",5.7,65890,LGF,41200000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jupiter Ascending,Jupiter Ascending,2015-01-01,127.0,"Action,Adventure,Sci-Fi",5.3,166327,WB,47400000.0,2015-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Independence Day: Resurgence,Independence Day: Resurgence,2016-01-01,120.0,"Action,Adventure,Sci-Fi",5.2,155344,Fox,103100000.0,2016-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ready Player One,Ready Player One,2018-01-01,140.0,"Action,Adventure,Sci-Fi",7.5,301660,WB,137700000.0,2018-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Loneliest Planet,The Loneliest Planet,2011-01-01,113.0,Thriller,5.5,3577,IFC,130000.0,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
In the Land of Blood and Honey,In the Land of Blood and Honey,2011-01-01,127.0,"Drama,Romance,War",4.4,32776,FD,304000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Where Do We Go Now?,Et maintenant on va où?,2011-01-01,110.0,"Comedy,Drama",7.5,10405,SPC,532000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Eve,Christmas Eve,2015-01-01,95.0,Comedy,5.1,2073,Ampl.,91300.0,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrational Man,Irrational Man,2015-01-01,95.0,"Comedy,Drama",6.6,50303,SPC,4000000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastizaade,Mastizaade,2016-01-01,119.0,Comedy,2.4,2267,Eros,43400.0,2016-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the Land of the Moon,Mal de pierres,2016-01-01,120.0,"Drama,Romance",6.7,4523,IFC,47700.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hockney,Hockney,2014-01-01,112.0,Documentary,6.7,249,FM,121000.0,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fate/Stay Night: Heaven's Feel - I. Presage Flower,Gekijouban Fate/Stay Night: Heaven's Feel - I. Presage Flower,2017-01-01,120.0,"Action,Animation,Drama",7.3,864,Fathom,194000.0,2018-01-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forecaster,The Forecaster,2014-01-01,100.0,"Biography,Documentary",6.8,1108,FOR,10200.0,2015-01-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Generations,3 Generations,2015-01-01,92.0,Drama,5.8,4991,Wein.,156000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gringo,Gringo,2016-01-01,80.0,Drama,4.4,10,STX,5000000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gringo,Gringo,2018-01-01,111.0,"Action,Comedy,Crime",6.1,21279,STX,5000000.0,2018-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Hong Kong,Gang jiong,2015-01-01,114.0,"Action,Adventure,Comedy",5.4,1281,WGUSA,1300000.0,2015-01-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They Will Have to Kill Us First,They Will Have to Kill Us First,2015-01-01,100.0,Documentary,7.3,112,BBC,7500.0,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen of Katwe,Queen of Katwe,2016-01-01,124.0,"Biography,Drama,Sport",7.4,13039,BV,8900000.0,2016-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20th Century Women,20th Century Women,2016-01-01,119.0,"Comedy,Drama",7.3,32057,A24,5700000.0,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Portrait,Final Portrait,2017-01-01,90.0,"Biography,Comedy,Drama",6.3,3841,SPC,462000.0,2018-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Museo,Museo,2018-01-01,128.0,"Crime,Drama",7.0,3323,Vita.,149000.0,2018-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frantz,Frantz,2016-01-01,113.0,"Drama,History,Romance",7.5,10609,MBox,881000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A Melody to Remember,Op-pa saeng-gak,2016-01-01,124.0,"Action,Drama,War",7.3,94,CJ,44300.0,2016-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Annabelle: Creation,Annabelle: Creation,2017-01-01,109.0,"Horror,Mystery,Thriller",6.5,90402,WB (NL),102100000.0,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Journey to the West: The Demons Strike Back,Journey to the West: Demon Chapter,2017-01-01,109.0,"Adventure,Comedy,Fantasy",5.4,2340,Sony,880000.0,2017-01-01,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Never Look Away,Werk ohne Autor,2018-01-01,189.0,"Drama,History,Romance",7.7,4758,SPC,1300000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Spirits' Homecoming,Gwi-hyang,2016-01-01,127.0,Drama,6.3,412,PM&E,126000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismael's Ghosts,Les fantômes d'Ismaël,2017-01-01,114.0,"Drama,Romance,Thriller",5.6,1786,Magn.,103000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Godard Mon Amour,Le Redoutable,2017-01-01,107.0,"Biography,Comedy,Drama",6.6,3537,Cohen,82300.0,2018-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call Me by Your Name,Call Me by Your Name,2017-01-01,132.0,"Drama,Romance",7.9,153936,SPC,18100000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Rum Diary,The Rum Diary,2011-01-01,119.0,"Comedy,Drama",6.2,94787,FD,13100000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Possession,The Possession,2012-01-01,92.0,"Horror,Mystery,Thriller",5.9,53649,LGF,49100000.0,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
The Losers,The Losers,2010-01-01,97.0,"Action,Adventure,Crime",6.4,83876,WB,23600000.0,2010-01-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Losers,The Losers,2013-01-01,112.0,Drama,1.7,70,WB,23600000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales of the Night,Les contes de la nuit,2011-01-01,84.0,"Animation,Fantasy",6.9,1241,GK,11000.0,2012-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Grandpa,Dirty Grandpa,2016-01-01,102.0,Comedy,5.9,101393,LGF,35600000.0,2016-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turbo,Turbo,2013-01-01,96.0,"Adventure,Animation,Comedy",6.4,74639,Fox,83000000.0,2013-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Newman,Arthur Newman,2012-01-01,93.0,Drama,5.7,6597,Cdgm.,208000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man of Tai Chi,Man of Tai Chi,2013-01-01,105.0,"Action,Drama",6.1,32991,RTWC,100000.0,2013-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Still Mine,Still Mine,2012-01-01,102.0,Drama,7.4,3681,Gold.,1200000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barfi!,Barfi!,2012-01-01,151.0,"Comedy,Drama,Romance",8.1,68941,UTV,2800000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Emperor,Emperor,2012-01-01,105.0,"Drama,History,War",6.5,12290,RAtt.,3300000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,2016-01-01,91.0,"Comedy,Crime",5.4,10928,FoxS,4800000.0,2016-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House I Live In,The House I Live In,2012-01-01,108.0,Documentary,7.9,5023,Abr.,211000.0,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mule,The Mule,2014-01-01,103.0,"Comedy,Crime,Drama",6.3,5788,WB,103800000.0,2018-01-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mule,La mula,2013-01-01,100.0,"Comedy,Drama",6.2,653,WB,103800000.0,2018-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mule,The Mule,2018-01-01,116.0,"Crime,Drama,Thriller",7.1,58955,WB,103800000.0,2018-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jane Got a Gun,Jane Got a Gun,2015-01-01,98.0,"Action,Drama,Western",5.9,19051,Wein.,1500000.0,2016-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jodi Breakers,Jodi Breakers,2012-01-01,127.0,"Comedy,Musical,Romance",3.5,1051,Yash,52600.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Love in the Buff,Chun Kiu yi Chi Ming,2012-01-01,112.0,"Comedy,Romance",6.9,1507,CL,256000.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Money Monster,Money Monster,2016-01-01,98.0,"Crime,Drama,Thriller",6.5,86607,TriS,41000000.0,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ghanchakkar,Ghanchakkar,2013-01-01,137.0,"Comedy,Crime,Thriller",5.7,4374,UTV,203000.0,2013-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Berlin File,Bereullin,2013-01-01,120.0,"Action,Thriller",6.6,5930,CJ,665000.0,2013-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mugamoodi,Mugamoodi,2012-01-01,150.0,"Action,Adventure",5.0,835,UTV,101000.0,2012-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smurfs: The Lost Village,Smurfs: The Lost Village,2017-01-01,90.0,"Adventure,Animation,Comedy",6.0,15612,Sony,45000000.0,2017-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
And So It Goes,And So It Goes,2014-01-01,94.0,"Comedy,Drama,Romance",5.8,11597,CE,15200000.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hotel Transylvania 2,Hotel Transylvania 2,2015-01-01,89.0,"Animation,Comedy,Family",6.7,92905,Sony,169700000.0,2015-01-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,2015-01-01,122.0,"Comedy,Drama",6.6,28931,FoxS,33100000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Besharam,Besharam,2013-01-01,143.0,"Action,Comedy,Romance",3.6,4925,Relbig.,680000.0,2013-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Remaining,The Remaining,2014-01-01,88.0,"Drama,Horror,Mystery",4.3,6274,Triu,1200000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Life of Riley,"Aimer, boire et chanter",2014-01-01,108.0,"Comedy,Drama,Romance",6.0,1110,KL,11600.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
White God,Fehér isten,2014-01-01,121.0,"Drama,Fantasy,Horror",6.9,13755,Magn.,282000.0,2015-01-01,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Shaun the Sheep Movie,Shaun the Sheep Movie,2015-01-01,85.0,"Adventure,Animation,Comedy",7.4,32935,LGF,19400000.0,2015-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Origins,I Origins,2014-01-01,106.0,"Drama,Romance,Sci-Fi",7.4,104718,FoxS,336000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Crazy Rich Asians,Crazy Rich Asians,2018-01-01,120.0,"Comedy,Romance",7.0,96617,WB,174500000.0,2018-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Where Hope Grows,Where Hope Grows,2014-01-01,95.0,"Drama,Family",6.6,2747,RAtt.,1200000.0,2015-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny's Wedding,Jenny's Wedding,2015-01-01,94.0,"Comedy,Drama,Romance",5.5,9379,IFC,4700.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The End of the Tour,The End of the Tour,2015-01-01,106.0,"Biography,Drama",7.3,25923,A24,3000000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Out of Mind,Time Out of Mind,2014-01-01,120.0,Drama,5.7,3556,IFC,167000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Towns,Paper Towns,2015-01-01,109.0,"Comedy,Drama,Mystery",6.3,87742,Fox,32000000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,2010-01-01,133.0,Drama,6.2,93486,Fox,52500000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxcatcher,Foxcatcher,2014-01-01,134.0,"Biography,Drama,Sport",7.0,125954,SPC,12100000.0,2014-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Takers,Takers,2010-01-01,107.0,"Action,Crime,Thriller",6.2,53377,SGem,57700000.0,2010-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Death,Black Death,2010-01-01,102.0,"Action,Adventure,Drama",6.4,41103,Magn.,22600.0,2011-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha and Omega,Alpha and Omega,2010-01-01,90.0,"Adventure,Animation,Comedy",5.3,12463,LGF,25100000.0,2010-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cabin in the Woods,The Cabin in the Woods,2011-01-01,95.0,Horror,7.0,338445,LGF,42100000.0,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
