title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross,year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Danny Collins,Danny Collins,2015-01-01,106.0,"Biography,Comedy,Drama",7.0,27435,BST,5600000.0,2015-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Book of Eli,The Book of Eli,2010-01-01,118.0,"Action,Adventure,Drama",6.9,271307,WB,94800000.0,2010-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winchester,Winchester,2018-01-01,99.0,"Biography,Drama,Fantasy",5.4,24351,LGF,25100000.0,2018-01-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blue Valentine,Blue Valentine,2010-01-01,112.0,"Drama,Romance",7.4,170089,Wein.,9700000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Myth of the American Sleepover,The Myth of the American Sleepover,2010-01-01,96.0,"Comedy,Drama,Romance",6.3,3437,IFC,41000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10 Cloverfield Lane,10 Cloverfield Lane,2016-01-01,103.0,"Drama,Horror,Mystery",7.2,260383,Par.,72100000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Escape Plan,Escape Plan,2013-01-01,115.0,"Action,Crime,Mystery",6.7,211587,LG/S,25100000.0,2013-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wild Target,Wild Target,2010-01-01,98.0,"Action,Comedy,Crime",6.8,33915,Free,109000.0,2010-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Watch,The Watch,2012-01-01,102.0,"Action,Comedy,Horror",5.7,115757,Fox,35400000.0,2012-01-01,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011-01-01,136.0,"Action,Adventure,Fantasy",6.6,447624,BV,241100000.0,2011-01-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Despicable Me,Despicable Me,2010-01-01,95.0,"Animation,Comedy,Family",7.7,464511,Uni.,251500000.0,2010-01-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Robber,Der Räuber,2010-01-01,90.0,"Biography,Crime,Drama",6.8,4130,Kino,83500.0,2011-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack the Giant Slayer,Jack the Giant Slayer,2013-01-01,114.0,"Adventure,Fantasy",6.3,123127,WB (NL),65200000.0,2013-01-01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rare Exports: A Christmas Tale,Rare Exports,2010-01-01,84.0,"Adventure,Fantasy,Horror",6.7,23923,Osci.,236000.0,2010-01-01,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12 Strong,12 Strong,2018-01-01,130.0,"Action,Drama,History",6.6,50155,WB,45800000.0,2018-01-01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cirkus Columbia,Cirkus Columbia,2010-01-01,113.0,"Comedy,Drama,Romance",7.3,2336,Strand,3500.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
No Problem,No Problem,2010-01-01,139.0,"Action,Comedy,Crime",4.2,1880,Eros,285000.0,2010-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 Assassins,Jûsan-nin no shikaku,2010-01-01,141.0,"Action,Adventure,Drama",7.6,58142,Magn.,803000.0,2011-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oranges and Sunshine,Oranges and Sunshine,2010-01-01,105.0,"Drama,History",7.1,4740,Cohen,143000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casino Jack and the United States of Money,Casino Jack and the United States of Money,2010-01-01,118.0,Documentary,7.1,1522,Magn.,177000.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Day,One Day,2011-01-01,107.0,"Drama,Romance",7.0,128094,Focus,13800000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Day,You yi tian,2014-01-01,90.0,Family,6.2,13,Focus,13800000.0,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
One Day,One Day,2016-01-01,135.0,"Drama,Romance",7.8,1454,Focus,13800000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Day,Egy nap,2018-01-01,99.0,Drama,7.2,501,Focus,13800000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Day,One Day,2017-01-01,118.0,"Drama,Fantasy",6.6,269,Focus,13800000.0,2011-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
One Day,You yi tian,2010-01-01,93.0,"Drama,Romance,Sci-Fi",6.0,436,Focus,13800000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Tiny Furniture,Tiny Furniture,2010-01-01,98.0,"Comedy,Drama,Romance",6.2,13397,IFC,392000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Larry Crowne,Larry Crowne,2011-01-01,98.0,"Comedy,Drama,Romance",6.1,58927,Uni.,35600000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Act of Valor,Act of Valor,2012-01-01,110.0,"Action,Adventure,Drama",6.5,63787,Rela.,70000000.0,2012-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norm of the North,Norm of the North,2016-01-01,90.0,"Adventure,Animation,Comedy",3.6,7951,LGF,17100000.0,2016-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Eye of the Storm,The Eye of the Storm,2011-01-01,114.0,Drama,6.3,1440,SEG,83600.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubber,Rubber,2010-01-01,82.0,"Comedy,Fantasy,Horror",5.8,31316,Magn.,100000.0,2011-01-01,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The We and the I,The We and the I,2012-01-01,103.0,Drama,6.1,1773,P/108,42200.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Journey,The Journey,2010-01-01,107.3058943089431,Family,6.4,12,IFC,155000.0,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Journey,The Journey,2016-01-01,94.0,Drama,6.6,1063,IFC,155000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Journey,The Journey,2014-01-01,103.0,"Comedy,Drama,Family",7.5,545,IFC,155000.0,2017-01-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Journey,The Journey,2014-01-01,112.0,"Adventure,Drama,Mystery",7.9,42,IFC,155000.0,2017-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Journey,The Journey,2017-01-01,82.0,"Drama,Thriller",6.3,124,IFC,155000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Grassroots,Grassroots,2012-01-01,98.0,"Comedy,Drama",5.3,996,Gold.,12400.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Joy,Schaste moe,2010-01-01,127.0,"Adventure,Drama",6.9,2013,KL,6300.0,2011-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Children,À perdre la raison,2012-01-01,111.0,Drama,6.8,2516,Distrib.,23200.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trolls,Trolls,2016-01-01,92.0,"Adventure,Animation,Comedy",6.5,63295,Fox,153700000.0,2016-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breathing,Atmen,2011-01-01,94.0,Drama,7.0,2619,KL,4600.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eyes Wide Open,Eyes Wide Open,2010-01-01,110.0,"Documentary,History",8.7,17,NAV,26300.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lola Versus,Lola Versus,2012-01-01,87.0,Comedy,5.5,7966,FoxS,253000.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only Lovers Left Alive,Only Lovers Left Alive,2013-01-01,123.0,"Comedy,Drama,Fantasy",7.3,80984,SPC,1900000.0,2014-01-01,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shame,Shame,2011-01-01,101.0,Drama,7.2,171353,FoxS,3900000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shame,Styd,2013-01-01,90.0,Drama,6.4,38,FoxS,3900000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The First Time,The First Time,2012-01-01,95.0,"Comedy,Drama,Romance",6.9,62589,Gold.,22800.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jayne Mansfield's Car,Jayne Mansfield's Car,2012-01-01,122.0,Drama,6.3,2686,Anch.,14800.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three,Three,2010-01-01,87.0,"Drama,Thriller",6.7,6,WGUSA,120000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Three,San ren xing,2016-01-01,88.0,"Action,Crime,Thriller",5.9,1522,WGUSA,120000.0,2016-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Front Runner,The Front Runner,2018-01-01,113.0,"Biography,Drama,History",6.2,6372,Sony,2000000.0,2018-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Take Point,Take Point,2018-01-01,119.0,Action,5.6,431,CJ,112000.0,2018-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Will People Say,Hva vil folk si,2017-01-01,106.0,Drama,7.5,3040,KL,44200.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red,Red,2018-01-01,90.0,Drama,8.1,26,Sum.,90400000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red,Red,2014-01-01,107.3058943089431,Thriller,5.8,9,Sum.,90400000.0,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Red,Red,2014-01-01,107.0,Drama,8.4,8,Sum.,90400000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Walk Among the Tombstones,A Walk Among the Tombstones,2014-01-01,114.0,"Action,Crime,Drama",6.5,105116,Uni.,26300000.0,2014-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furry Vengeance,Furry Vengeance,2010-01-01,92.0,"Comedy,Family",3.8,14700,Sum.,17600000.0,2010-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher,Jack Reacher,2012-01-01,130.0,"Action,Crime,Thriller",7.0,284547,Par.,80100000.0,2012-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dracula Untold,Dracula Untold,2014-01-01,92.0,"Action,Drama,Fantasy",6.3,164829,Uni.,56300000.0,2014-01-01,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,2011-01-01,86.0,"Animation,Comedy,Crime",4.8,11281,Wein.,10100000.0,2011-01-01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012-01-01,169.0,"Adventure,Family,Fantasy",7.9,719629,WB (NL),303000000.0,2012-01-01,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Spider-Man,The Amazing Spider-Man,2012-01-01,136.0,"Action,Adventure,Sci-Fi",7.0,525632,Sony,262000000.0,2012-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Runaways,The Runaways,2010-01-01,106.0,"Biography,Drama,Music",6.6,43792,App.,3600000.0,2010-01-01,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Runaways,The Runaways,2019-01-01,108.0,Adventure,9.2,47,App.,3600000.0,2010-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Wedding,The Big Wedding,2013-01-01,89.0,"Comedy,Drama,Romance",5.6,44221,LGF,21800000.0,2013-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hell Fest,Hell Fest,2018-01-01,89.0,Horror,5.5,8662,LGF,11100000.0,2018-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Upside Down,Upside Down,2012-01-01,81.0,Drama,6.6,45,MNE,105000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upside Down,Upside Down,2012-01-01,109.0,"Drama,Fantasy,Romance",6.4,66347,MNE,105000.0,2013-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Upside Down,Upside Down,2011-01-01,107.3058943089431,Drama,7.7,6,MNE,105000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For a Woman,Pour une femme,2013-01-01,110.0,Drama,6.5,648,FM,32299.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Purge,The Purge,2013-01-01,85.0,"Horror,Thriller",5.7,183549,Uni.,64500000.0,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Friend Request,Friend Request,2013-01-01,91.0,Thriller,4.0,116,ENTMP,3800000.0,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Friend Request,Friend Request,2015-01-01,106.0,Horror,4.9,14,ENTMP,3800000.0,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friend Request,Friend Request,2016-01-01,92.0,"Horror,Thriller",5.3,21704,ENTMP,3800000.0,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Pyramid,The Pyramid,2013-01-01,90.0,Horror,3.9,102,Fox,2800000.0,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Pyramid,The Pyramid,2014-01-01,89.0,"Action,Adventure,Horror",4.6,21364,Fox,2800000.0,2014-01-01,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Words and Pictures,Words and Pictures,2013-01-01,111.0,"Comedy,Drama,Romance",6.6,9280,RAtt.,2200000.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lost in Thailand,Ren zai jiong tu: Tai jiong,2012-01-01,105.0,"Adventure,Comedy,Drama",6.3,2623,WAMCR,57400.0,2013-01-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Keeping Room,The Keeping Room,2014-01-01,95.0,"Drama,Western",6.0,5690,Drft.,27200.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hell or High Water,Hell or High Water,2016-01-01,102.0,"Action,Crime,Drama",7.6,176469,LGF,27000000.0,2016-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,2014-01-01,98.0,"Adventure,Comedy,Family",6.2,93103,Fox,113700000.0,2014-01-01,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Salvation,The Salvation,2014-01-01,92.0,"Drama,Western",6.7,32953,IFC,44900.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tumbledown,Tumbledown,2013-01-01,80.0,"Drama,Mystery,Romance",4.1,169,SM,135000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Tumbledown,Tumbledown,2015-01-01,105.0,"Comedy,Music,Romance",6.2,5906,SM,135000.0,2016-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Old Man & the Gun,The Old Man & the Gun,2018-01-01,93.0,"Biography,Comedy,Crime",6.8,25902,FoxS,11300000.0,2018-01-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gambler,The Gambler,2013-01-01,52.0,Documentary,7.6,14,Par.,33700000.0,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gambler,The Gambler,2015-01-01,105.0,Drama,7.0,10,Par.,33700000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gambler,The Gambler,2019-01-01,121.0,"Action,Sci-Fi,Thriller",6.1,10,Par.,33700000.0,2014-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Gambler,The Gambler,2014-01-01,111.0,"Crime,Drama,Thriller",6.0,59995,Par.,33700000.0,2014-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Gambler,Losejas,2013-01-01,109.0,"Drama,Thriller",7.2,1479,Par.,33700000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"20,000 Days on Earth","20,000 Days on Earth",2014-01-01,97.0,"Documentary,Drama,Music",7.5,10155,Drft.,280000.0,2014-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Joker,Joker,2013-01-01,94.0,"Action,Thriller",5.5,12,UTV,169000.0,2012-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joker,Joker,2012-01-01,104.0,"Comedy,Family,Sci-Fi",2.6,4552,UTV,169000.0,2012-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Joker,Joker,2016-01-01,130.0,"Comedy,Drama",8.5,2451,UTV,169000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alone in Berlin,Alone in Berlin,2016-01-01,103.0,"Drama,History,War",6.5,6380,IFC,33100.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Eden,Eden,2014-01-01,90.0,"Drama,Thriller",4.7,2576,BG,65500.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eden,Eden,2018-01-01,97.0,Drama,6.7,20,BG,65500.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Eden,2012-01-01,98.0,"Crime,Drama",6.7,7709,BG,65500.0,2015-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Eden,2012-01-01,101.0,"Comedy,Drama",6.9,18,BG,65500.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Eden,2014-01-01,131.0,"Biography,Drama,Music",6.4,3772,BG,65500.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eden,Eden,2019-01-01,85.0,"Crime,Drama",8.0,11,BG,65500.0,2015-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He Named Me Malala,He Named Me Malala,2015-01-01,88.0,Documentary,6.9,4167,FoxS,2700000.0,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeping with Other People,Sleeping with Other People,2015-01-01,101.0,"Comedy,Drama,Romance",6.5,36105,IFC,819000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alpha,Alpha,2015-01-01,80.0,"Drama,Horror,Mystery",7.7,37,Studio 8,35900000.0,2018-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Alpha,Alpha,2018-01-01,96.0,"Adventure,Drama,Family",6.7,41882,Studio 8,35900000.0,2018-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha,Alpha,2013-01-01,116.0,Crime,5.5,102,Studio 8,35900000.0,2018-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tale of Tales,Il racconto dei racconti - Tale of Tales,2015-01-01,134.0,"Drama,Fantasy,Horror",6.4,24058,IFC,119000.0,2016-01-01,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Still Alice,Still Alice,2014-01-01,101.0,Drama,7.5,116832,SPC,18800000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next Time I'll Aim for the Heart,La prochaine fois je viserai le coeur,2014-01-01,111.0,"Crime,Drama,Thriller",6.4,2212,Distrib.,800.0,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Last Station,La última estación,2012-01-01,90.0,Documentary,7.6,10,SPC,6600000.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Station,The Last Station,2011-01-01,107.3058943089431,Drama,3.8,6,SPC,6600000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Demon Within,Moh ging,2014-01-01,111.0,"Action,Crime",6.0,1154,CL,172000.0,2014-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chevalier,Chevalier,2015-01-01,105.0,"Comedy,Drama",6.3,3574,Strand,25700.0,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God's Own Country,God's Own Country,2014-01-01,133.0,Drama,6.2,331,Orion,336000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God's Own Country,God's Own Country,2017-01-01,104.0,"Drama,Romance",7.7,17934,Orion,336000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bajirao Mastani,Bajirao Mastani,2015-01-01,158.0,"Action,Drama,History",7.2,28438,Eros,6600000.0,2015-01-01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Equalizer 2,The Equalizer 2,2018-01-01,121.0,"Action,Crime,Thriller",6.7,97963,Sony,102100000.0,2018-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Stanford Prison Experiment,The Stanford Prison Experiment,2015-01-01,122.0,"Biography,Drama,History",6.9,32591,IFC,661000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Descendants,The Descendants,2011-01-01,115.0,"Comedy,Drama",7.3,223464,FoxS,82600000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Descendants,The Descendants,2015-01-01,80.0,Drama,7.5,12,FoxS,82600000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah,Noah,2012-01-01,107.3058943089431,Animation,5.6,223,Par.,101200000.0,2014-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah,Noah,2011-01-01,105.0,"Drama,Thriller",6.5,12,Par.,101200000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Noah,Noah,2014-01-01,138.0,"Action,Adventure,Drama",5.8,229326,Par.,101200000.0,2014-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shutter Island,Shutter Island,2010-01-01,138.0,"Mystery,Thriller",8.1,1005960,Par.,128000000.0,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A Tale of Love and Darkness,A Tale of Love and Darkness,2015-01-01,95.0,"Biography,Drama,History",6.0,3056,FCW,572000.0,2016-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,2010-01-01,98.0,"Comedy,Drama,Romance",6.3,41608,SPC,3200000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diary of a Wimpy Kid,Diary of a Wimpy Kid,2010-01-01,94.0,"Comedy,Drama,Family",6.2,38640,Fox,64000000.0,2010-01-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kites,Kites,2010-01-01,123.0,"Action,Drama,Romance",6.1,11353,Relbig.,1600000.0,2010-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ouija,Ouija,2014-01-01,89.0,"Horror,Mystery,Thriller",4.5,44054,Uni.,50900000.0,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Out of the Furnace,Out of the Furnace,2013-01-01,116.0,"Crime,Drama,Thriller",6.8,99037,Rela.,11300000.0,2013-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
